ID,Label,House,Year,Month,Temperature,Daylight,EnergyProduction
1738,10,73,2012,5,18.1,202.9,578
1739,11,73,2012,6,20.4,148.9,465
1740,12,73,2012,7,25.6,161.6,585
1741,13,73,2012,8,28.2,261.2,694
1742,14,73,2012,9,24.7,162.6,496
1743,15,73,2012,10,17.5,184.8,476
1744,16,73,2012,11,10.3,177,378
1745,17,73,2012,12,4.8,187.5,372
1746,18,73,2013,1,3.1,230.7,454
1747,19,73,2013,2,3.7,196.2,465
1748,20,73,2013,3,9.9,204.5,561
1749,21,73,2013,4,12.9,213.2,623
1750,22,73,2013,5,18.2,247,721
1752,0,74,2011,7,26.6,184.3,621
1753,1,74,2011,8,26.6,183.1,586
1754,2,74,2011,9,23.5,170.9,559
1755,3,74,2011,10,17.5,158,509
1756,4,74,2011,11,12.2,162.8,480
1757,5,74,2011,12,5,205.3,583
1758,6,74,2012,1,2.3,209,610
1759,7,74,2012,2,3.5,168,521
1760,8,74,2012,3,7.5,166,555
1761,9,74,2012,4,13.2,185.1,615
1762,10,74,2012,5,18.2,206.7,654
1763,11,74,2012,6,20.7,155.9,549
1764,12,74,2012,7,25.7,175.5,664
1765,13,74,2012,8,27.8,262.1,766
1766,14,74,2012,9,24.6,178.1,573
1767,15,74,2012,10,17.5,187.9,535
1768,16,74,2012,11,10.1,183,436
1769,17,74,2012,12,4.3,185.4,394
1770,18,74,2013,1,2.6,226.7,480
1771,19,74,2013,2,4.1,192.9,507
1772,20,74,2013,3,10.7,208.7,634
1773,21,74,2013,4,13.3,219,686
1774,22,74,2013,5,18.3,247.7,797
1776,0,75,2011,7,26,191.7,649
1777,1,75,2011,8,26.1,180.4,614
1778,2,75,2011,9,23.1,169.9,541
1779,3,75,2011,10,17.2,154.6,499
1780,4,75,2011,11,12.4,155.9,437
1781,5,75,2011,12,5.3,197.7,485
1782,6,75,2012,1,2.6,199.4,525
1783,7,75,2012,2,3.5,168.9,503
1784,8,75,2012,3,7.3,164.6,574
1785,9,75,2012,4,12.6,188.1,638
1786,10,75,2012,5,17.4,210.8,679
1787,11,75,2012,6,20,165,603
1788,12,75,2012,7,24.9,172.9,617
1789,13,75,2012,8,27,264.6,746
1790,14,75,2012,9,24.4,182.3,569
1791,15,75,2012,10,17.5,190.1,559
1792,16,75,2012,11,10.6,180.4,476
1793,17,75,2012,12,4.9,181.3,451
1794,18,75,2013,1,2.9,228.9,555
1795,19,75,2013,2,4.2,192.1,548
1796,20,75,2013,3,10.4,210.7,651
1797,21,75,2013,4,12.9,215.8,664
1798,22,75,2013,5,17.3,251.4,764
1800,0,76,2011,7,25.6,179,659
1801,1,76,2011,8,25.5,180.5,619
1802,2,76,2011,9,22.7,167.1,563
1803,3,76,2011,10,16.5,152.6,511
1804,4,76,2011,11,11.5,157.8,467
1805,5,76,2011,12,4.3,192.4,545
1806,6,76,2012,1,1.6,198.9,578
1807,7,76,2012,2,2.8,159.5,499
1808,8,76,2012,3,6.7,159.2,567
1809,9,76,2012,4,12.3,178.3,641
1810,10,76,2012,5,17.4,200.3,690
1811,11,76,2012,6,19.9,153.9,592
1812,12,76,2012,7,24.7,174.1,695
1813,13,76,2012,8,26.8,261.5,805
1814,14,76,2012,9,23.7,177.1,588
1815,15,76,2012,10,16.6,179.6,520
1816,16,76,2012,11,9.4,171.8,402
1817,17,76,2012,12,3.6,167.4,350
1818,18,76,2013,1,2,216.3,451
1819,19,76,2013,2,3.3,183.7,468
1820,20,76,2013,3,9.8,200.4,625
1821,21,76,2013,4,12.5,213,721
1822,22,76,2013,5,17.5,243.8,839
1824,0,77,2011,7,24.8,178.1,783
1825,1,77,2011,8,24.7,173.8,749
1826,2,77,2011,9,21.4,159.8,603
1827,3,77,2011,10,15.3,164.6,601
1828,4,77,2011,11,10.6,163.7,491
1829,5,77,2011,12,3.4,191.9,503
1830,6,77,2012,1,0.8,195,552
1831,7,77,2012,2,2,161.8,536
1832,8,77,2012,3,6.2,168,674
1833,9,77,2012,4,12.1,188.1,776
1834,10,77,2012,5,16.7,205.8,821
1835,11,77,2012,6,20.2,148.2,732
1836,12,77,2012,7,24.3,167,722
1837,13,77,2012,8,25.8,256.7,900
1838,14,77,2012,9,22.8,181.1,694
1839,15,77,2012,10,15.6,184.5,625
1840,16,77,2012,11,8.3,181.2,514
1841,17,77,2012,12,2.4,158.1,446
1842,18,77,2013,1,0.9,213.8,582
1843,19,77,2013,2,2.6,183.4,560
1844,20,77,2013,3,9.3,217.4,759
1845,21,77,2013,4,11.9,225.1,828
1846,22,77,2013,5,17.7,250.6,922
1848,0,78,2011,7,26,191.7,649
1849,1,78,2011,8,26.1,180.4,614
1850,2,78,2011,9,23.1,169.9,541
1851,3,78,2011,10,17.2,154.6,499
1852,4,78,2011,11,12.4,155.9,437
1853,5,78,2011,12,5.3,197.7,485
1854,6,78,2012,1,2.6,199.4,525
1855,7,78,2012,2,3.5,168.9,503
1856,8,78,2012,3,7.3,164.6,574
1857,9,78,2012,4,12.6,188.1,638
1858,10,78,2012,5,17.4,210.8,679
1859,11,78,2012,6,20,165,603
1860,12,78,2012,7,24.9,172.9,617
1861,13,78,2012,8,27,264.6,746
1862,14,78,2012,9,24.4,182.3,569
1863,15,78,2012,10,17.5,190.1,559
1864,16,78,2012,11,10.6,180.4,476
1865,17,78,2012,12,4.9,181.3,451
1866,18,78,2013,1,2.9,228.9,555
1867,19,78,2013,2,4.2,192.1,548
1868,20,78,2013,3,10.4,210.7,651
1869,21,78,2013,4,12.9,215.8,664
1870,22,78,2013,5,17.3,251.4,764
1872,0,79,2011,7,26,182.7,567
1873,1,79,2011,8,26.1,161.1,523
1874,2,79,2011,9,23.7,173.5,511
1875,3,79,2011,10,17.5,138.8,420
1876,4,79,2011,11,12.6,147.5,390
1877,5,79,2011,12,5.3,185.6,426
1878,6,79,2012,1,2.7,191.8,471
1879,7,79,2012,2,3.5,160.7,441
1880,8,79,2012,3,7.1,152.6,496
1881,9,79,2012,4,12.3,170,547
1882,10,79,2012,5,17.5,205.3,595
1883,11,79,2012,6,19.5,157.5,523
1884,12,79,2012,7,24.8,174.6,551
1885,13,79,2012,8,27.4,260.1,646
1886,14,79,2012,9,24.5,173.8,476
1887,15,79,2012,10,17.7,173.8,472
1888,16,79,2012,11,10.9,158.7,386
1889,17,79,2012,12,5.4,172.4,399
1890,18,79,2013,1,3.4,222.4,509
1891,19,79,2013,2,4.2,184.8,481
1892,20,79,2013,3,10,189.3,540
1893,21,79,2013,4,12.9,198.2,575
1894,22,79,2013,5,17.1,244.2,679
1896,0,80,2011,7,26,191.7,649
1897,1,80,2011,8,26.1,180.4,614
1898,2,80,2011,9,23.1,169.9,541
1899,3,80,2011,10,17.2,154.6,499
1900,4,80,2011,11,12.4,155.9,437
1901,5,80,2011,12,5.3,197.7,485
1902,6,80,2012,1,2.6,199.4,525
1903,7,80,2012,2,3.5,168.9,503
1904,8,80,2012,3,7.3,164.6,574
1905,9,80,2012,4,12.6,188.1,638
1906,10,80,2012,5,17.4,210.8,679
1907,11,80,2012,6,20,165,603
1908,12,80,2012,7,24.9,172.9,617
1909,13,80,2012,8,27,264.6,746
1910,14,80,2012,9,24.4,182.3,569
1911,15,80,2012,10,17.5,190.1,559
1912,16,80,2012,11,10.6,180.4,476
1913,17,80,2012,12,4.9,181.3,451
1914,18,80,2013,1,2.9,228.9,555
1915,19,80,2013,2,4.2,192.1,548
1916,20,80,2013,3,10.4,210.7,651
1917,21,80,2013,4,12.9,215.8,664
1918,22,80,2013,5,17.3,251.4,764
1920,0,81,2011,7,26.2,178.9,740
1921,1,81,2011,8,25.8,169.7,731
1922,2,81,2011,9,22.8,170.2,694
1923,3,81,2011,10,16.4,169.1,688
1924,4,81,2011,11,11.4,169.1,650
1925,5,81,2011,12,4.2,199.5,763
1926,6,81,2012,1,1.8,203.1,765
1927,7,81,2012,2,2.8,178.2,706
1928,8,81,2012,3,6.7,172.7,788
1929,9,81,2012,4,12.6,182.2,831
1930,10,81,2012,5,17.6,214.2,955
1931,11,81,2012,6,20.8,143,837
1932,12,81,2012,7,25.3,156.9,863
1933,13,81,2012,8,27.4,257.1,1069
1934,14,81,2012,9,24,169.8,815
1935,15,81,2012,10,16.7,193.2,784
1936,16,81,2012,11,9.4,182,634
1937,17,81,2012,12,3.8,180.1,593
1938,18,81,2013,1,2.2,229.7,763
1939,19,81,2013,2,3.3,193.5,756
1940,20,81,2013,3,9.7,220.2,931
1941,21,81,2013,4,12.5,226.1,967
1942,22,81,2013,5,18.5,254,1088
1944,0,82,2011,7,24.8,178.1,783
1945,1,82,2011,8,24.7,173.8,749
1946,2,82,2011,9,21.4,159.8,603
1947,3,82,2011,10,15.3,164.6,601
1948,4,82,2011,11,10.6,163.7,491
1949,5,82,2011,12,3.4,191.9,503
1950,6,82,2012,1,0.8,195,552
1951,7,82,2012,2,2,161.8,536
1952,8,82,2012,3,6.2,168,674
1953,9,82,2012,4,12.1,188.1,776
1954,10,82,2012,5,16.7,205.8,821
1955,11,82,2012,6,20.2,148.2,732
1956,12,82,2012,7,24.3,167,722
1957,13,82,2012,8,25.8,256.7,900
1958,14,82,2012,9,22.8,181.1,694
1959,15,82,2012,10,15.6,184.5,625
1960,16,82,2012,11,8.3,181.2,514
1961,17,82,2012,12,2.4,158.1,446
1962,18,82,2013,1,0.9,213.8,582
1963,19,82,2013,2,2.6,183.4,560
1964,20,82,2013,3,9.3,217.4,759
1965,21,82,2013,4,11.9,225.1,828
1966,22,82,2013,5,17.7,250.6,922
1968,0,83,2011,7,25.6,179,659
1969,1,83,2011,8,25.5,180.5,619
1970,2,83,2011,9,22.7,167.1,563
1971,3,83,2011,10,16.5,152.6,511
1972,4,83,2011,11,11.5,157.8,467
1973,5,83,2011,12,4.3,192.4,545
1974,6,83,2012,1,1.6,198.9,578
1975,7,83,2012,2,2.8,159.5,499
1976,8,83,2012,3,6.7,159.2,567
1977,9,83,2012,4,12.3,178.3,641
1978,10,83,2012,5,17.4,200.3,690
1979,11,83,2012,6,19.9,153.9,592
1980,12,83,2012,7,24.7,174.1,695
1981,13,83,2012,8,26.8,261.5,805
1982,14,83,2012,9,23.7,177.1,588
1983,15,83,2012,10,16.6,179.6,520
1984,16,83,2012,11,9.4,171.8,402
1985,17,83,2012,12,3.6,167.4,350
1986,18,83,2013,1,2,216.3,451
1987,19,83,2013,2,3.3,183.7,468
1988,20,83,2013,3,9.8,200.4,625
1989,21,83,2013,4,12.5,213,721
1990,22,83,2013,5,17.5,243.8,839
1992,0,84,2011,7,25.6,179,659
1993,1,84,2011,8,25.5,180.5,619
1994,2,84,2011,9,22.7,167.1,563
1995,3,84,2011,10,16.5,152.6,511
1996,4,84,2011,11,11.5,157.8,467
1997,5,84,2011,12,4.3,192.4,545
1998,6,84,2012,1,1.6,198.9,578
1999,7,84,2012,2,2.8,159.5,499
2000,8,84,2012,3,6.7,159.2,567
2001,9,84,2012,4,12.3,178.3,641
2002,10,84,2012,5,17.4,200.3,690
2003,11,84,2012,6,19.9,153.9,592
2004,12,84,2012,7,24.7,174.1,695
2005,13,84,2012,8,26.8,261.5,805
2006,14,84,2012,9,23.7,177.1,588
2007,15,84,2012,10,16.6,179.6,520
2008,16,84,2012,11,9.4,171.8,402
2009,17,84,2012,12,3.6,167.4,350
2010,18,84,2013,1,2,216.3,451
2011,19,84,2013,2,3.3,183.7,468
2012,20,84,2013,3,9.8,200.4,625
2013,21,84,2013,4,12.5,213,721
2014,22,84,2013,5,17.5,243.8,839
2016,0,85,2011,7,25.8,183.5,744
2017,1,85,2011,8,25.8,176.5,716
2018,2,85,2011,9,22.3,163.6,599
2019,3,85,2011,10,16.3,170.1,599
2020,4,85,2011,11,11.3,168.7,504
2021,5,85,2011,12,4.2,204.8,541
2022,6,85,2012,1,1.5,205.2,584
2023,7,85,2012,2,2.8,170.3,557
2024,8,85,2012,3,7,174.8,662
2025,9,85,2012,4,13,194.9,750
2026,10,85,2012,5,17.5,212.3,785
2027,11,85,2012,6,21,150.1,688
2028,12,85,2012,7,25.3,168.4,691
2029,13,85,2012,8,26.8,257.3,861
2030,14,85,2012,9,23.8,182.1,679
2031,15,85,2012,10,16.5,192.9,640
2032,16,85,2012,11,9,192.4,548
2033,17,85,2012,12,3.1,176.1,490
2034,18,85,2013,1,1.5,224.2,611
2035,19,85,2013,2,3.4,192.6,599
2036,20,85,2013,3,10.3,225.7,768
2037,21,85,2013,4,12.8,231.1,793
2038,22,85,2013,5,18.5,254.5,880
2040,0,86,2011,7,27.5,179.6,698
2041,1,86,2011,8,26.9,165.6,713
2042,2,86,2011,9,24.1,180.6,786
2043,3,86,2011,10,17.4,173.7,776
2044,4,86,2011,11,12.2,174.6,810
2045,5,86,2011,12,5,207.1,1024
2046,6,86,2012,1,2.7,211.1,979
2047,7,86,2012,2,3.6,194.5,876
2048,8,86,2012,3,7.1,177.3,902
2049,9,86,2012,4,13,176.3,887
2050,10,86,2012,5,18.5,222.6,1089
2051,11,86,2012,6,21.3,137.7,943
2052,12,86,2012,7,26.3,146.8,1004
2053,13,86,2012,8,29,257.5,1238
2054,14,86,2012,9,25.1,158.4,937
2055,15,86,2012,10,17.7,201.8,943
2056,16,86,2012,11,10.5,182.8,755
2057,17,86,2012,12,5.1,202.2,741
2058,18,86,2013,1,3.5,245.6,944
2059,19,86,2013,2,3.9,203.5,952
2060,20,86,2013,3,10,222.9,1104
2061,21,86,2013,4,13.1,227.1,1107
2062,22,86,2013,5,19.2,257.4,1254
2064,0,87,2011,7,27,171.4,551
2065,1,87,2011,8,26.7,149.2,510
2066,2,87,2011,9,24.1,177.3,522
2067,3,87,2011,10,17.5,155.4,463
2068,4,87,2011,11,12.4,167.9,432
2069,5,87,2011,12,4.9,198.4,474
2070,6,87,2012,1,2.5,201.5,511
2071,7,87,2012,2,3.4,170.4,478
2072,8,87,2012,3,7.1,165.3,506
2073,9,87,2012,4,13,171.6,545
2074,10,87,2012,5,18.4,209.4,589
2075,11,87,2012,6,20.9,137.6,482
2076,12,87,2012,7,26.1,157.8,515
2077,13,87,2012,8,28.6,252.5,649
2078,14,87,2012,9,25,159.1,495
2079,15,87,2012,10,17.5,181.7,508
2080,16,87,2012,11,10.2,175.8,435
2081,17,87,2012,12,4.8,187.4,460
2082,18,87,2013,1,3.1,232.2,568
2083,19,87,2013,2,3.8,197.8,529
2084,20,87,2013,3,10.1,208.4,594
2085,21,87,2013,4,13.2,213.8,605
2086,22,87,2013,5,19,250.6,676
2088,0,88,2011,7,27,171.4,551
2089,1,88,2011,8,26.7,149.2,510
2090,2,88,2011,9,24.1,177.3,522
2091,3,88,2011,10,17.5,155.4,463
2092,4,88,2011,11,12.4,167.9,432
2093,5,88,2011,12,4.9,198.4,474
2094,6,88,2012,1,2.5,201.5,511
2095,7,88,2012,2,3.4,170.4,478
2096,8,88,2012,3,7.1,165.3,506
2097,9,88,2012,4,13,171.6,545
2098,10,88,2012,5,18.4,209.4,589
2099,11,88,2012,6,20.9,137.6,482
2100,12,88,2012,7,26.1,157.8,515
2101,13,88,2012,8,28.6,252.5,649
2102,14,88,2012,9,25,159.1,495
2103,15,88,2012,10,17.5,181.7,508
2104,16,88,2012,11,10.2,175.8,435
2105,17,88,2012,12,4.8,187.4,460
2106,18,88,2013,1,3.1,232.2,568
2107,19,88,2013,2,3.8,197.8,529
2108,20,88,2013,3,10.1,208.4,594
2109,21,88,2013,4,13.2,213.8,605
2110,22,88,2013,5,19,250.6,676
2112,0,89,2011,7,26.9,170.8,542
2113,1,89,2011,8,26.8,140.5,502
2114,2,89,2011,9,24.3,174.6,535
2115,3,89,2011,10,17.8,143.9,439
2116,4,89,2011,11,12.4,156.9,423
2117,5,89,2011,12,5,193.5,461
2118,6,89,2012,1,2.5,200.1,507
2119,7,89,2012,2,3.6,162.3,455
2120,8,89,2012,3,7.4,157.7,495
2121,9,89,2012,4,13.3,165.2,543
2122,10,89,2012,5,18.6,207.7,581
2123,11,89,2012,6,20.7,137.1,486
2124,12,89,2012,7,26,173.3,528
2125,13,89,2012,8,28.6,248.9,621
2126,14,89,2012,9,25,166.1,480
2127,15,89,2012,10,17.7,168.5,480
2128,16,89,2012,11,10.3,160,403
2129,17,89,2012,12,4.8,176.4,430
2130,18,89,2013,1,3,221.6,549
2131,19,89,2013,2,4.2,187.2,504
2132,20,89,2013,3,10.5,191.2,557
2133,21,89,2013,4,13.6,201.9,579
2134,22,89,2013,5,18.9,244.1,667
2136,0,90,2011,7,24.8,178.1,783
2137,1,90,2011,8,24.7,173.8,749
2138,2,90,2011,9,21.4,159.8,603
2139,3,90,2011,10,15.3,164.6,601
2140,4,90,2011,11,10.6,163.7,491
2141,5,90,2011,12,3.4,191.9,503
2142,6,90,2012,1,0.8,195,552
2143,7,90,2012,2,2,161.8,536
2144,8,90,2012,3,6.2,168,674
2145,9,90,2012,4,12.1,188.1,776
2146,10,90,2012,5,16.7,205.8,821
2147,11,90,2012,6,20.2,148.2,732
2148,12,90,2012,7,24.3,167,722
2149,13,90,2012,8,25.8,256.7,900
2150,14,90,2012,9,22.8,181.1,694
2151,15,90,2012,10,15.6,184.5,625
2152,16,90,2012,11,8.3,181.2,514
2153,17,90,2012,12,2.4,158.1,446
2154,18,90,2013,1,0.9,213.8,582
2155,19,90,2013,2,2.6,183.4,560
2156,20,90,2013,3,9.3,217.4,759
2157,21,90,2013,4,11.9,225.1,828
2158,22,90,2013,5,17.7,250.6,922
2160,0,91,2011,7,26,175,671
2161,1,91,2011,8,25.7,165.8,634
2162,2,91,2011,9,22.7,169.9,556
2163,3,91,2011,10,16.2,165.7,544
2164,4,91,2011,11,11.5,171.3,466
2165,5,91,2011,12,4.1,197.6,495
2166,6,91,2012,1,1.6,199,533
2167,7,91,2012,2,2.6,170.1,518
2168,8,91,2012,3,6.5,170.4,596
2169,9,91,2012,4,12.4,183,662
2170,10,91,2012,5,17.5,208.4,709
2171,11,91,2012,6,20.7,143.1,605
2172,12,91,2012,7,25.2,154.6,612
2173,13,91,2012,8,27.2,256.4,789
2174,14,91,2012,9,23.9,166.6,602
2175,15,91,2012,10,16.5,189.7,581
2176,16,91,2012,11,9.2,186.4,490
2177,17,91,2012,12,3.6,178.3,468
2178,18,91,2013,1,2,228.3,585
2179,19,91,2013,2,3,195.9,557
2180,20,91,2013,3,9.5,221.5,695
2181,21,91,2013,4,12.3,225.4,730
2182,22,91,2013,5,18.4,253.8,804
2184,0,92,2011,7,25.7,187.2,564
2185,1,92,2011,8,25.9,184.4,517
2186,2,92,2011,9,23.5,173.4,505
2187,3,92,2011,10,17.5,137.1,411
2188,4,92,2011,11,12.6,145,400
2189,5,92,2011,12,5.4,185.3,489
2190,6,92,2012,1,2.7,193.1,520
2191,7,92,2012,2,3.5,158.1,445
2192,8,92,2012,3,7,149,479
2193,9,92,2012,4,11.9,171.6,529
2194,10,92,2012,5,17.2,198.8,584
2195,11,92,2012,6,18.9,168.8,507
2196,12,92,2012,7,24.3,178.5,621
2197,13,92,2012,8,27,268.8,690
2198,14,92,2012,9,24.3,177.3,477
2199,15,92,2012,10,17.6,176.9,440
2200,16,92,2012,11,11,159.9,330
2201,17,92,2012,12,5.4,172.5,311
2202,18,92,2013,1,3.4,221,395
2203,19,92,2013,2,4,183.2,417
2204,20,92,2013,3,9.9,185.3,507
2205,21,92,2013,4,12.6,197.6,592
2206,22,92,2013,5,16.4,240.7,723
2208,0,93,2011,7,25.7,187.2,564
2209,1,93,2011,8,25.9,184.4,517
2210,2,93,2011,9,23.5,173.4,505
2211,3,93,2011,10,17.5,137.1,411
2212,4,93,2011,11,12.6,145,400
2213,5,93,2011,12,5.4,185.3,489
2214,6,93,2012,1,2.7,193.1,520
2215,7,93,2012,2,3.5,158.1,445
2216,8,93,2012,3,7,149,479
2217,9,93,2012,4,11.9,171.6,529
2218,10,93,2012,5,17.2,198.8,584
2219,11,93,2012,6,18.9,168.8,507
2220,12,93,2012,7,24.3,178.5,621
2221,13,93,2012,8,27,268.8,690
2222,14,93,2012,9,24.3,177.3,477
2223,15,93,2012,10,17.6,176.9,440
2224,16,93,2012,11,11,159.9,330
2225,17,93,2012,12,5.4,172.5,311
2226,18,93,2013,1,3.4,221,395
2227,19,93,2013,2,4,183.2,417
2228,20,93,2013,3,9.9,185.3,507
2229,21,93,2013,4,12.6,197.6,592
2230,22,93,2013,5,16.4,240.7,723
2232,0,94,2011,7,27.2,184.2,702
2233,1,94,2011,8,26.9,172.4,698
2234,2,94,2011,9,23.7,174,690
2235,3,94,2011,10,17.3,174.6,686
2236,4,94,2011,11,12.1,174.1,664
2237,5,94,2011,12,5,212.4,802
2238,6,94,2012,1,2.5,213.2,797
2239,7,94,2012,2,3.6,186.7,727
2240,8,94,2012,3,7.5,179.5,776
2241,9,94,2012,4,13.4,189,806
2242,10,94,2012,5,18.5,220.7,919
2243,11,94,2012,6,21.6,144.9,794
2244,12,94,2012,7,26.3,158.3,832
2245,13,94,2012,8,28.4,257.7,1030
2246,14,94,2012,9,24.9,170.8,801
2247,15,94,2012,10,17.5,201.5,799
2248,16,94,2012,11,10.1,193.2,668
2249,17,94,2012,12,4.4,198.2,637
2250,18,94,2013,1,2.8,240.1,792
2251,19,94,2013,2,4.1,202.7,795
2252,20,94,2013,3,10.6,228.5,941
2253,21,94,2013,4,13.4,232.1,932
2254,22,94,2013,5,19.2,257.9,1046
2256,0,95,2011,7,27.2,175.2,620
2257,1,95,2011,8,26.9,153.1,607
2258,2,95,2011,9,24.2,177.6,660
2259,3,95,2011,10,17.6,158.8,607
2260,4,95,2011,11,12.3,165.8,616
2261,5,95,2011,12,5,200.3,742
2262,6,95,2012,1,2.6,205.6,743
2263,7,95,2012,2,3.6,178.4,665
2264,8,95,2012,3,7.3,167.5,698
2265,9,95,2012,4,13.2,170.8,715
2266,10,95,2012,5,18.6,215.2,835
2267,11,95,2012,6,21,137.4,714
2268,12,95,2012,7,26.2,160.1,766
2269,13,95,2012,8,28.8,253.2,929
2270,14,95,2012,9,25.1,162.3,708
2271,15,95,2012,10,17.7,185.2,711
2272,16,95,2012,11,10.4,171.4,579
2273,17,95,2012,12,4.9,189.3,585
2274,18,95,2013,1,3.3,233.6,746
2275,19,95,2013,2,4.1,195.4,728
2276,20,95,2013,3,10.3,207.1,830
2277,21,95,2013,4,13.4,214.5,843
2278,22,95,2013,5,19,250.8,960
2280,0,96,2011,7,27.5,179.6,698
2281,1,96,2011,8,26.9,165.6,713
2282,2,96,2011,9,24.1,180.6,786
2283,3,96,2011,10,17.4,173.7,776
2284,4,96,2011,11,12.2,174.6,810
2285,5,96,2011,12,5,207.1,1024
2286,6,96,2012,1,2.7,211.1,979
2287,7,96,2012,2,3.6,194.5,876
2288,8,96,2012,3,7.1,177.3,902
2289,9,96,2012,4,13,176.3,887
2290,10,96,2012,5,18.5,222.6,1089
2291,11,96,2012,6,21.3,137.7,943
2292,12,96,2012,7,26.3,146.8,1004
2293,13,96,2012,8,29,257.5,1238
2294,14,96,2012,9,25.1,158.4,937
2295,15,96,2012,10,17.7,201.8,943
2296,16,96,2012,11,10.5,182.8,755
2297,17,96,2012,12,5.1,202.2,741
2298,18,96,2013,1,3.5,245.6,944
2299,19,96,2013,2,3.9,203.5,952
2300,20,96,2013,3,10,222.9,1104
2301,21,96,2013,4,13.1,227.1,1107
2302,22,96,2013,5,19.2,257.4,1254
2304,0,97,2011,7,26,182.7,567
2305,1,97,2011,8,26.1,161.1,523
2306,2,97,2011,9,23.7,173.5,511
2307,3,97,2011,10,17.5,138.8,420
2308,4,97,2011,11,12.6,147.5,390
2309,5,97,2011,12,5.3,185.6,426
2310,6,97,2012,1,2.7,191.8,471
2311,7,97,2012,2,3.5,160.7,441
2312,8,97,2012,3,7.1,152.6,496
2313,9,97,2012,4,12.3,170,547
2314,10,97,2012,5,17.5,205.3,595
2315,11,97,2012,6,19.5,157.5,523
2316,12,97,2012,7,24.8,174.6,551
2317,13,97,2012,8,27.4,260.1,646
2318,14,97,2012,9,24.5,173.8,476
2319,15,97,2012,10,17.7,173.8,472
2320,16,97,2012,11,10.9,158.7,386
2321,17,97,2012,12,5.4,172.4,399
2322,18,97,2013,1,3.4,222.4,509
2323,19,97,2013,2,4.2,184.8,481
2324,20,97,2013,3,10,189.3,540
2325,21,97,2013,4,12.9,198.2,575
2326,22,97,2013,5,17.1,244.2,679
2328,0,98,2011,7,26.3,179.8,536
2329,1,98,2011,8,26.3,187.1,489
2330,2,98,2011,9,23.9,174.4,523
2331,3,98,2011,10,17.7,140.5,421
2332,4,98,2011,11,12.4,151.9,443
2333,5,98,2011,12,5.1,192.9,587
2334,6,98,2012,1,2.4,202.7,605
2335,7,98,2012,2,3.5,157.1,463
2336,8,98,2012,3,7.2,150.4,460
2337,9,98,2012,4,12.5,168.5,506
2338,10,98,2012,5,18,194.7,559
2339,11,98,2012,6,19.6,159.6,453
2340,12,98,2012,7,25.1,181.1,668
2341,13,98,2012,8,27.7,266.3,710
2342,14,98,2012,9,24.5,173.1,482
2343,15,98,2012,10,17.5,174.6,416
2344,16,98,2012,11,10.5,162.4,290
2345,17,98,2012,12,4.8,176.6,254
2346,18,98,2013,1,3.1,218.7,320
2347,19,98,2013,2,3.9,184,376
2348,20,98,2013,3,10.2,183.3,491
2349,21,98,2013,4,13,200.8,614
2350,22,98,2013,5,17.4,237,756
2352,0,99,2011,7,26.6,175.3,539
2353,1,99,2011,8,26.6,163.8,495
2354,2,99,2011,9,24.1,174.5,529
2355,3,99,2011,10,17.8,142.2,430
2356,4,99,2011,11,12.4,154.4,433
2357,5,99,2011,12,5.1,193.2,524
2358,6,99,2012,1,2.5,201.4,556
2359,7,99,2012,2,3.6,159.7,459
2360,8,99,2012,3,7.3,154.1,477
2361,9,99,2012,4,12.9,166.9,524
2362,10,99,2012,5,18.3,201.2,570
2363,11,99,2012,6,20.2,148.4,469
2364,12,99,2012,7,25.6,177.2,598
2365,13,99,2012,8,28.2,257.6,665
2366,14,99,2012,9,24.8,169.6,481
2367,15,99,2012,10,17.6,171.6,448
2368,16,99,2012,11,10.4,161.2,346
2369,17,99,2012,12,4.8,176.5,342
2370,18,99,2013,1,3.1,220.2,434
2371,19,99,2013,2,4.1,185.6,440
2372,20,99,2013,3,10.4,187.3,524
2373,21,99,2013,4,13.3,201.4,596
2374,22,99,2013,5,18.2,240.6,711
2376,0,100,2011,7,26,191.7,649
2377,1,100,2011,8,26.1,180.4,614
2378,2,100,2011,9,23.1,169.9,541
2379,3,100,2011,10,17.2,154.6,499
2380,4,100,2011,11,12.4,155.9,437
2381,5,100,2011,12,5.3,197.7,485
2382,6,100,2012,1,2.6,199.4,525
2383,7,100,2012,2,3.5,168.9,503
2384,8,100,2012,3,7.3,164.6,574
2385,9,100,2012,4,12.6,188.1,638
2386,10,100,2012,5,17.4,210.8,679
2387,11,100,2012,6,20,165,603
2388,12,100,2012,7,24.9,172.9,617
2389,13,100,2012,8,27,264.6,746
2390,14,100,2012,9,24.4,182.3,569
2391,15,100,2012,10,17.5,190.1,559
2392,16,100,2012,11,10.6,180.4,476
2393,17,100,2012,12,4.9,181.3,451
2394,18,100,2013,1,2.9,228.9,555
2395,19,100,2013,2,4.2,192.1,548
2396,20,100,2013,3,10.4,210.7,651
2397,21,100,2013,4,12.9,215.8,664
2398,22,100,2013,5,17.3,251.4,764
2400,0,101,2011,7,26.9,179.8,624
2401,1,101,2011,8,26.8,159.8,593
2402,2,101,2011,9,23.8,171,565
2403,3,101,2011,10,17.5,159.7,518
2404,4,101,2011,11,12.2,165.3,470
2405,5,101,2011,12,5,205.6,520
2406,6,101,2012,1,2.4,207.7,561
2407,7,101,2012,2,3.6,170.6,517
2408,8,101,2012,3,7.6,169.6,573
2409,9,101,2012,4,13.6,183.4,634
